Wavelength nm.	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...
715	0,791153	0,025314	0,026123	0,01915	0,015427	0,021606	0,024033	0,025085
716	0,790604	0,024261	0,025101	0,018494	0,014908	0,02092	0,023178	0,024475
717	0,790009	0,023178	0,024109	0,017838	0,014389	0,020294	0,022324	0,023849
718	0,789413	0,022171	0,023071	0,017181	0,013901	0,019669	0,0215	0,023254
719	0,788818	0,02124	0,022171	0,016556	0,013458	0,019073	0,020691	0,022675
720	0,788223	0,020309	0,021317	0,015945	0,013	0,018494	0,019974	0,022095
721	0,787766	0,019501	0,020554	0,015396	0,012604	0,018021	0,019302	0,021606
722	0,787262	0,018753	0,019806	0,014908	0,012222	0,017502	0,018646	0,021179
723	0,786728	0,01799	0,019058	0,014359	0,011826	0,016983	0,01799	0,02066
724	0,78624	0,017258	0,018341	0,013901	0,011444	0,016495	0,01741	0,020203
725	0,785767	0,016571	0,017654	0,013382	0,011047	0,016006	0,016846	0,01973
726	0,785294	0,015869	0,017029	0,012939	0,010666	0,015518	0,016266	0,019272
727	0,784805	0,015228	0,016418	0,012482	0,01033	0,015076	0,015717	0,018829
728	0,784317	0,014664	0,0159	0,012085	0,010056	0,014709	0,015213	0,018448
729	0,783844	0,014084	0,015381	0,011703	0,009735	0,014297	0,014694	0,018051
730	0,783279	0,013504	0,014832	0,011261	0,00943	0,01387	0,01416	0,01767
731	0,78273	0,012985	0,014297	0,010849	0,009125	0,013474	0,013687	0,017319
732	0,782196	0,012451	0,013794	0,010468	0,008835	0,013062	0,013229	0,016937
733	0,781677	0,011963	0,013382	0,010132	0,00853	0,012695	0,012802	0,016602
734	0,781235	0,011475	0,012924	0,009766	0,00827	0,012329	0,012375	0,016251
735	0,780869	0,011063	0,012558	0,009476	0,008041	0,012039	0,012024	0,015945
736	0,780457	0,010605	0,012161	0,009125	0,007797	0,011688	0,011627	0,01564
737	0,780106	0,010208	0,011765	0,008804	0,007523	0,011353	0,01123	0,015335
738	0,779755	0,009842	0,011398	0,008514	0,007294	0,011063	0,010864	0,015045
739	0,779465	0,009415	0,011017	0,008209	0,007065	0,010696	0,010498	0,014709
740	0,779266	0,009079	0,010712	0,00795	0,006882	0,010452	0,010193	0,014465
741	0,779053	0,008774	0,010406	0,007721	0,006714	0,010162	0,009903	0,014236
742	0,778824	0,008408	0,010071	0,007385	0,006439	0,009857	0,009537	0,013947
743	0,778641	0,008087	0,009811	0,007141	0,006271	0,009644	0,009277	0,013702
744	0,778534	0,007797	0,009567	0,006989	0,006119	0,009445	0,009033	0,013535
745	0,778366	0,007492	0,009293	0,00676	0,005936	0,00914	0,008743	0,013275
746	0,778183	0,007248	0,009033	0,006516	0,005768	0,008896	0,008499	0,013062
747	0,778	0,006958	0,008804	0,006287	0,005569	0,008682	0,008224	0,012848
748	0,777893	0,006729	0,00856	0,006088	0,005432	0,008469	0,008041	0,012634
749	0,77774	0,006454	0,008347	0,005875	0,005295	0,00824	0,007767	0,01239
750	0,777634	0,006241	0,008148	0,005737	0,005142	0,008041	0,007538	0,012222
751	0,777527	0,005981	0,007935	0,005554	0,00502	0,007828	0,007355	0,012024
752	0,777435	0,005783	0,007751	0,005341	0,004883	0,007645	0,007126	0,011826
753	0,777267	0,005569	0,007568	0,005157	0,00473	0,007462	0,006912	0,011673
754	0,777145	0,005356	0,00737	0,00502	0,004608	0,007278	0,006744	0,01152
755	0,777039	0,005142	0,007187	0,004837	0,004501	0,007095	0,006546	0,011307
756	0,776947	0,004974	0,00705	0,0047	0,004395	0,006943	0,006393	0,011185
757	0,776825	0,004791	0,006866	0,004547	0,004272	0,006729	0,00618	0,011002
758	0,776764	0,004639	0,006744	0,00441	0,004166	0,006607	0,006058	0,010864
759	0,776642	0,00444	0,006577	0,004257	0,004013	0,006454	0,005844	0,010696
760	0,775269	0,004257	0,006424	0,004105	0,003891	0,006287	0,005692	0,010574
761	0,77388	0,004135	0,006393	0,004105	0,003876	0,006241	0,005615	0,010559
762	0,773788	0,004028	0,006271	0,003952	0,003799	0,006073	0,005493	0,010437
763	0,773666	0,00383	0,006104	0,003784	0,003647	0,00592	0,00528	0,010223
764	0,773529	0,003677	0,005981	0,003647	0,00354	0,005753	0,005142	0,010086
765	0,773483	0,003571	0,005859	0,003555	0,003464	0,005646	0,00502	0,01001
766	0,773438	0,003464	0,005798	0,003479	0,003418	0,005539	0,004913	0,009857
767	0,773376	0,003342	0,005692	0,003326	0,003296	0,005402	0,004776	0,009766
768	0,773239	0,003174	0,005539	0,003189	0,003204	0,005249	0,004608	0,009583
769	0,773163	0,003036	0,005402	0,003082	0,003098	0,005112	0,004486	0,009491
770	0,773132	0,002945	0,005371	0,003021	0,003052	0,005035	0,00441	0,00943
771	0,773041	0,002808	0,005234	0,002869	0,00296	0,004913	0,004272	0,009262
772	0,773041	0,002777	0,005188	0,002838	0,00293	0,004852	0,004242	0,009216
773	0,772964	0,00267	0,005112	0,002731	0,002823	0,00473	0,00412	0,009109
774	0,772919	0,002548	0,005035	0,002655	0,002762	0,004639	0,004013	0,009003
775	0,772827	0,002411	0,004898	0,002533	0,00267	0,004532	0,00386	0,008865
776	0,772797	0,002304	0,004837	0,002426	0,002609	0,00441	0,003769	0,008743
777	0,772766	0,002228	0,004761	0,00238	0,002548	0,004318	0,003677	0,008682
778	0,772781	0,002167	0,00473	0,002335	0,002533	0,004257	0,003632	0,008652
779	0,77272	0,002029	0,004654	0,002243	0,002472	0,00415	0,003525	0,008545
780	0,772675	0,002014	0,004562	0,002167	0,002411	0,004089	0,003433	0,008453
781	0,772675	0,001907	0,004501	0,00209	0,002335	0,003967	0,003372	0,008331
782	0,772644	0,001846	0,00444	0,001984	0,002258	0,003891	0,003281	0,008286
783	0,772552	0,001724	0,004333	0,001877	0,002182	0,003738	0,003159	0,008148
784	0,772598	0,001678	0,004318	0,001862	0,002167	0,003708	0,003128	0,008087
785	0,772537	0,001602	0,004242	0,00177	0,002121	0,003632	0,003036	0,008011
786	0,772537	0,001556	0,004196	0,00174	0,002075	0,003571	0,003006	0,00795
787	0,772522	0,00148	0,004135	0,001678	0,002029	0,003494	0,002899	0,007889
788	0,772491	0,001419	0,004089	0,001617	0,001953	0,003418	0,002838	0,007797
789	0,772461	0,001358	0,004074	0,001541	0,001923	0,003342	0,002762	0,007706
790	0,77243	0,001282	0,003967	0,001465	0,001862	0,003265	0,002686	0,007645
791	0,772415	0,001205	0,003952	0,001404	0,001801	0,003204	0,002625	0,007553
792	0,772385	0,001144	0,003906	0,001358	0,001755	0,003143	0,002579	0,007507
793	0,772385	0,001129	0,003876	0,001328	0,001755	0,003082	0,002548	0,007462
794	0,772415	0,001068	0,00383	0,001282	0,001724	0,003052	0,002457	0,007401
795	0,772369	0,001007	0,00383	0,001221	0,001724	0,002975	0,002411	0,007324
796	0,772354	9,77E-4	0,003738	0,001175	0,001633	0,00293	0,002365	0,007278
797	0,772339	9,46E-4	0,003708	0,00116	0,001617	0,002869	0,002319	0,007217
798	0,772324	9,16E-4	0,003677	0,001114	0,001587	0,002823	0,002289	0,007187
799	0,772278	8,39E-4	0,003601	0,001022	0,001526	0,002716	0,002182	0,007065
800	0,772247	8,09E-4	0,003586	9,31E-4	0,00148	0,002686	0,002136	0,007034
